group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments
good,I,I_Protsiuk_Chorne_Yabluko_2013.txt,Процюк,Степан,Чорне яблуко: Роман про Архипа Тесленка,,,,Київ,Академвидав,2013,"Взято з інтернет-джерела, якщо уривок підійде, то прошу повідомити і я тоді шукатиму примірник, щоб звірити сторінки",379,0,із своєї - зі своєї,
good,I,I_Protsiuk_Desiatyi_riadok_1_2014.txt,Процюк,Степан,Десятий рядок,,,,Київ,Український пріоритет,2014,126-129,631,0,,
good,I,I_Protsiuk_Desiatyi_riadok_3_2014.txt,Процюк,Степан,Десятий рядок,,,,Київ,Український пріоритет,2014,122-123,301,0,,нє - просторіч.; розслабону - жарг.
good,I,I_Romanyshyn_Lesiv_Viyna_shcho_zminyla_Rondo_2015.txt,,,"Війна, що змінила Рондо",,,,Львів,Видавництво Старого Лева,2015,2-35,1222,0,,
good,I,I_Rozdobudko_Arsen_2012.txt,Роздобудько,Ірен,Арсен,,,,Київ,Грані-Т,2012,63-74,2004,0,поруч із іконою - поруч з іконою; книжкової крамниці - книгарні,
good,I,I_Rozdobudko_Iren_Litsei_slukhnianykh_druzhyn_2013.txt,Роздобудько,Ірен,ЛСД. Ліцей слухняних дружин,,,,Харків,Клуб Сімейного Дозвілля,2013,59-66,1562,0,самого останнього - найостаннішого,
good,I,I_Savchuk_Natalya_Dity_perestupu_2_2015.txt,Савчук,Наталя,Діти переступу,Літописи Семисвіття,,Книга 1,Тернопіль,Богдан,2015,85-89,1653,0,"осилила – подужала; окраїні - краю, виріжку; Вищими на неї покладене - що Вищі на неї поклали; внизу як море - внизу, як море,; рисочкою і - рисочкою, і; Діванна, була - Діванна, - була",со-вісь-пас – пасок
good,I,I_Savka_Iryna_Osynyi_med_dykyi_2013.txt,Савка,Ірина,Осиний мед дикий,,,,Львів,Видавництво Старого Лева,2013,25-35,1997,0,її і обіцяла - її й обіцяла; до ліса - до лісу,
good,I,I_Shcherbachenko_Bila_Synya_ta_inshi_2014.txt,Щербаченко,Тетяна,"Біла, Синя та інші",,,,Львів,Видавництво Старого Лева,2014,7-29,1166,0,,
good,I,I_Shevchuk_Krosvord_1_2014.txt,Шевчук,Валерій,Кросворд,Фрагменти із сувою мойр,,,Київ,Либідь,2014,31-34,1051,0,,
good,I,I_Shevchuk_Krosvord_2_2014.txt,Шевчук,Валерій,Кросворд,Фрагменти із сувою мойр,,,Київ,Либідь,2014,34-38,873,0,,
good,I,I_Shevchuk_Mylyj_kohannya_tyahar_1_2014.txt,Шевчук,Валерій,Милий кохання тягар,Фрагменти із сувою мойр,,,Київ,Либідь,2014,52-55,1350,0,,
good,I,I_Shevchuk_Mylyj_kohannya_tyahar_2_2014.txt,Шевчук,Валерій,Милий кохання тягар,Фрагменти із сувою мойр,,,Київ,Либідь,2014,86-89,908,1,,
good,I,I_Shevchuk_Teatr_prozy_2_2014.txt,Шевчук,Валерій,Театр прози,Фрагменти із сувою мойр,,,Київ,Либідь,2014,143-145,909,0,"так густо накидане в підозріливе нутро Івана Василевського Аркадієм Пастухом - що його так густо накидав в підозріливе нутро Івана Василевського Аркадій Пастух; гвіздок, забитий Аркадієм Петровичем про жіночу магію  - гвіздок про жіночу магію, що його забив Аркадій Петрович",
good,I,I_Shkliar_1_Marusia_2014.txt,Шкляр,Василь,Маруся,,,,Харків,Клуб сімейного дозвілля,2014,17-20,900,0,незважаючи на - попри,
good,I,I_Shkliar_2_Marusia_2014.txt,Шкляр,Василь,Маруся,,,,Харків,Клуб сімейного дозвілля,2014,99-103,1078,0,незважаючи на - попри,
good,I,I_Shkliar_Chorne_Sontse_1_2015.txt,Шкляр,Василь,Чорне Сонце,,,,Харків,Книжковий Клуб «Клуб Сімейного Дозвілля»,2016,17–22,1553,0,,
good,I,I_Shkliar_Chorne_Sontse_2_2015.txt,Шкляр,Василь,Чорне Сонце,,,,Харків,Книжковий Клуб «Клуб Сімейного Дозвілля»,2016,74–76,474,0,,
good,I,I_Shkliar_Tin_sovy_2014.txt,Шкляр,Василь,Тінь сови,,,,Харків,Клуб сімейного дозвілля,2014,27-34,1813,0,"ходити де хоче - ходити, де хоче; прикорінь - прикорень",
good,I,I_Slonovska_Divchynka_na_kuli_2012.txt,Слоньовська,Ольга,Дівчинка на кулі,,,,Харків,КСД,2012,99-101,679,0,,
good,I,I_Sniadanko_1_Frau_Miuller_ne_nalashtovana_platyty_bilshe_2013.txt,Сняданко,Наталка,Фрау Мюллер не налаштована платити більше,,,,Харків,Клуб сімейного дозвілля,2013,21-26,1126,0,прийняти рішення - вирішити,
good,I,I_Sniadanko_2_Frau_Miuller_ne_nalashtovana_platyty_bilshe_2013.txt,Сняданко,Наталка,Фрау Мюллер не налаштована платити більше,,,,Харків,Клуб сімейного дозвілля,2013,76-79,874,0,головне рішення вже було прийняте - головне вже вирішено,
good,I,I_Sokolian_Sertse_harpiyi_2013.txt,Соколян,Марина,Серце гарпії,,,,Київ,Нора-Друк,2013,130-137,1884,0,ніші і обережно - ніші й обережно; за свій рахунок - своїм коштом; проріх - дір,
good,I,I_Stepula_1_Siomyi_arkan_2012.txt,Степула,Надія,Сьомий аркан,,,,Київ,Український пріоритет,2012,16-17,432,0,"повітрі й - повітрі, й",
good,I,I_Stepula_2_Siomyi_arkan_2012.txt,Степула,Надія,Сьомий аркан,,,,Київ,Український пріоритет,2012,110-111,490,0,,
good,I,I_Stepula_3_Siomyi_arkan_2012.txt,Степула,Надія,Сьомий аркан,,,,Київ,Український пріоритет,2012,143-145,846,0,,
good,I,I_Stryzhevska_AdLibitum_2014.txt,Стрижевська,Тетяна,Ad libitum,,,,Київ,Смолоскип,2014,,440,0,,
good,I,I_Svitova_Zhmenka_sliv_dlya_dobroho_nastroyu_1_2014.txt,Світова,Слава,Жменька слів для доброго настрою,,,,Київ,Брайт Стар Паблішинг,2014,12-18,705,0,продуктової корзини - продуктового кошика,
good,I,I_Svitova_Zhmenka_sliv_dlya_dobroho_nastroyu_2_2014.txt,Світова,Слава,Жменька слів для доброго настрою,,,,Київ,Брайт Стар Паблішинг,2014,49-58,878,0,Немає необхідності – Нема потреби,
good,I,I_Svitova_Zhmenka_sliv_dlya_dobroho_nastroyu_3_2014.txt,Світова,Слава,Жменька слів для доброго настрою,,,,Київ,Брайт Стар Паблішинг,2014,64-71,814,0,"напівмісяцями - півмісяцями; зірки, і ті – зірки і ті",
good,I,I_Talan_Dyvo_vokzalu_1_2016.txt,Талан,Світлана,Диво вокзалу,"Залізниці, потяги, вокзали",,,Київ,Видавнича група КМ-БУКС,2016,94–97,472,0,у гучномовцю - у гучномовці,
good,I,I_Talan_Pomylka_2014.txt,Талан,Світлана,Помилка,,,,Харків,Клуб Сімейного Дозвілля,2014,20-25,849,0,,
good,I,I_Tarasov_Cheslav_V_temryavi_soncya_2013.txt,Тарасов,Валентин,Чеслав. В темряві сонця,,,,Харків,Клуб Сімейного Дозвілля,2013,184-193,2025,0,"в праві - має право; не зовсім розуміючи їхню природу - не зовсім розуміючи їхньої природи; незважаючи на страх - попри страх; вбитим ним вовком - вовком, якого він убив",
good,I,I_Vdovychenko_36_i_6_kotiv_1_2015.txt,Вдовиченко,Галина,36 і 6 котів,,,,Львів,Видавництво Старого Лева,2015,5-15,782,0,,
good,I,I_Vdovychenko_36_i_6_kotiv_2_2015.txt,Вдовиченко,Галина,36 і 6 котів,,,,Львів,Видавництво Старого Лева,2015,85-89,758,0,упаковки — упаковання; упаковка — упаковання,
good,I,I_Vdovychenko_Kupalnytsya_2_2012.txt,Вдовиченко,Галина,Купальниця,,,,Харків,Клуб Сімейного Дозвілля,2012,234-237,726,0,"захцянками; предостатньо - задосить ",
good,I,I_Vlasiuk_1_Kazky_lirnyka_Sashka_2011.txt,Власюк,Олександр,"Про парубків, Тимоша і квітку-папороть",Казки лірника Сашка,,,Київ,"Видавництво Олега Петренка-Заневського ""Сіма видає""",2011,12-16,1066,0,,діямантами - діамантами
good,I,I_Vlasiuk_2_Kazky_lirnyka_Sashka_2011.txt,Власюк,Олександр,Про жида Лейбу і нечищений оселедець,Казки лірника Сашка,,,Київ,"Видавництво Олега Петренка-Заневського ""Сіма видає""",2011,19-22,932,0,гироде - іроде,
good,I,I_Volkov_Slid_na_vodi_2011.txt,Волков,Олексій,Слід на воді,,,,Київ,Нора-Друк,2011,12-14,621,0,"Озера розмерзлися і - Озера розмерзлися, і",
good,I,I_Vzdulska_Pluton_2016.txt,Вздульська,Валентина,Плутон,,,,Харків,Віват,2016,6–29,1387,0,"ганяти де - ганяти, де",
good,I,I_Yarova_Chorno_bile_2016.txt,Ярова,Альона,Чорно-біле,Чат для дівчат,,,Львів,Видавництво Старого Лева,2016,98–102,1106,0,,
good,I,I_Zhadan_Mesopotamia_(Mario)_2014.txt,Жадан,Сергій,Месопотамія,,http://sho.kiev.ua/article-sho/34543,,Харків,КСД,2014,,1642,0,,
so-so,A,A_1.zt.ua_U_tiurmi_pysmennyky_chytaly_by_Kobzarya_Stusa_ta_Hasheka_2011_June22.txt,,,"У тюрмі письменники читали би «Кобзаря», Стуса та Гашека",1.zt.ua,https://www.1.zt.ua/themes/kultura/u-tyurmi-pismenniki-chitali-bi-kobzarya-stusa-ta-gasheka.html,,Житомир,,2011,,466,1,Снігові і вогню - снігові й вогню; що би я - що б я; Марчікою - Марічкою; як із - як з,
so-so,A,A_112.ua_Kobal_i_vashym_i_trokhy_nashym_shcho_daye_ukraini_rishennia_bundestaho_po_pivnichnomu_potoku_2019_June22.txt,Кобаль,Геннадій,"І вашим і трохи нашим: Що дає Україні рішення Бундестагу щодо ""Північного потоку – 2""",112.ua,https://ua.112.ua/mnenie/i-vashym-i-trokhy-nashym-shcho-daie-ukraini-rishennia-bundestahu-po-pivnichnomu-potoku-2-515356.html,,Київ,,2019,,445,0,би - б; проекту - проєкту; у відповідності з - відповідно до; енергопакету - енергопакета; якщо би - якби,
so-so,A,A_112.ua_Kuhaleishvili_Rozkol_u_nato_choho_domahaietsia_makron_2019_June22.txt,Кухалейшвілі,Георгій,Розкол у НАТО: Чого домагається Макрон?,112.ua,https://ua.112.ua/statji/rozkol-u-nato-choho-domahaietsia-makron-515349.html,,Київ,,2019,,1455,0,"проектів - проєктів; співтовариство - спільнота, спілка, товариство; позиціонує - позиціює; екс-президент - експрезидент",
so-so,A,A_112.ua_Titamyr_uriadovyi_kinets_epokhy_bidnosty_zabahato_sotsialnynkh_pilh_ta_vhyteliv_2019_June22.txt,Тітамир,Олег,Урядовий кінець епохи бідності: Забагато соціальних пільг та вчителів?,112.ua,https://ua.112.ua/mnenie/uriadovyi-kinets-epokhy-bidnosti-zabahato-sotsialnykh-pilh-ta-vchyteliv-516291.html,,Київ,,2019,,1495,0,заскорузлою - зашкорузлою; законопроекти - законопроєкти; за рахунок - внаслідок; би - б; півроку - пів року; зарубіжних - закордонних; затребувані - жадані,
so-so,A,A_112.ua_Ukrnafta_otrymala_42_mln_ievro_vid_rf_za_neiakisnu_naftu_2019_June22.txt,,,"«Укртранснафта» отримала 4,2 млн євро від РФ за неякісну нафту",112.ua,https://ua.112.ua/ekonomika/ukrtransnafta-otrymala-42-mln-ievro-vid-rf-za-neiakisnu-naftu-514879.html,,Київ,,2019,,153,0,діючих - чинних; українському нафтопроводах - українських нафтопроводах,
so-so,A,A_20.hvylyn_Korpan_rizdviani_yarmarky_u_Europi_kudy_poihaty_ternopolianam_2019_June22.txt,Корпан,Наталія,Різдвяні ярмарки у Європі: скільки коштує поїхати тернополянам,20 хвилин,https://te.20minut.ua/Groshi/rizdvyani-yarmarki-u-evropi-skilki-koshtue-poyihati-ternopolyanam-10976490.html,,Тернопіль,,2019,,709,1,продукти харчування-харчі;користуються найбільшим попитом-мають попит;- Багато-багато;все-рівно-всеодно;із - зі,
so-so,A,A_20.hvylyn_Solodka_seksualni_ta_sportyvni_yak_pokrashchyty_samopochuttia_ta_zavdy_buty_u_formi_2019_June22.txt,Солодка,Ліза," Сексуальні та спортивні: як покращити самопочуття та завжди бути у формі",20 хвилин,https://te.20minut.ua/Vin-i-Vona/seksualni-ta-sportivni-yak-pokraschiti-samopochuttya-ta-zavzhdi-buti-u-10976746.html,,Тернопіль,,2019,,993,1,психо-емоційний- психоемоційний; із - зі,
so-so,A,A_7_dniv_ua_7_prychyn_vidvidaty_Ternopillya_2013_June22.txt,,,7 причин відвідати Тернопілля,7 днів ua,https://7days-ua.com/news/7-prychyn-vidvidaty-ternopillya/,,Тернопіль,,2013,,1932,0,давайте познайомимося – познайоммось; віруючих – вірян; Більше 400 – Понад 400; з тих пір – відтоді; тут у IX - тут в IX; більше ста – понад сто; Юра в Львові - Юра у Львові; Становлення – зведення; Гріб – Гробу; насипані у - насипані в; із специфічною - зі специфічною; палацово – замковий - палацово–замковий; в світі - у світі; Справа в тому – Річ в тім; районах – районі; надоїдає – набридає; безкінечно – нескінченно; більше двадцяти – понад двадцять; писала одна – писало в одній; водоспадистий – водоспадний; Іване-Золотецькі - Івано-Золотецькі; являють собою – становлять; ведемо мову – мовимо; «старий» Новий рік – Старий Новий рік; «Ріо-де-жанейро» - «Ріо-де-Жанейро»; водопади - водоспади,
so-so,A,A_Bahnenko_Mizh_smittievym_bakom_ta_polihonom_taryf_chy_tsina_posluhy_2020_June22.txt,Багненко,Дмитро,Між сміттєвим баком та полігоном: тариф чи ціна послуги,"Газета ""Вгору""",https://vgoru.org/index.php/rozsliduvannya/nashi-rozsliduvannya/item/55018-mizh-smittievym-bakom-ta-polihonom-taryf-chy-tsina-posluhy,,,,2020,,482,0,більше п'ятнадцяти - понад п'ятнадцять; виконуюча обов'язки - виконувачка обов'язків,
so-so,A,A_Bahnenko_Pryvit_batareiko_2020_June22.txt,Багненко,Дмитро,"Привіт, батарейко!","Газета ""Вгору""",https://vgoru.org/index.php/rozsliduvannya/nashi-rozsliduvannya/item/54995-pryvit-batareiko,,,,2020,,1426,0,ртутновмісних - ртутьвмісних; подальшою відправленням - подальшим відправленням; просковзує - є; ємністю - місткістю; пеперобку - перероблювання; тонн - тонни;,
so-so,A,A_Bahnenko_Smittieva_plutanyna_-_bomba_upovilnenoi_dii_2020_June22.txt,Багненко,Дмитро,Сміттєва плутанина - бомба уповільненої дії,"Газета ""Вгору""",https://vgoru.org/index.php/rozsliduvannya/nashi-rozsliduvannya/item/55019-smittieva-plutanyna-bomba-upovilnenoi-dii,,,,2020,,632,0,переробку - перероблювання; у відповідності до - відповідно до; виконуючої - виконувачки; відправку - відправлення,
so-so,A,A_Biznes_Dudko_Tekhnolohiyi_shcho_nahoduyut_liudstvo_2018.txt,Дудко,Валентина,"Технології, що нагодують людство",Бізнес,https://business.ua/biznes/item/3078-tekhnologiji-shcho-nagoduyut-lyudstvo,,Київ,,2018,,876,0," їх продукт - їхній продукт; вологи і у - вологи й у; інтелектуальну обробку даних - інтелектуальне оброблення даних; обробки ланів - оброблення ланів; Найбільшою популярністю продукція eFarmer користується - Найбільшу популярність продукція eFarmer має; плани і у - плани й у; розробці IT-рішень - розробленні IT-рішень; є і ідея - є й ідея ",
so-so,A,A_Biznes_Morozovskyi_Osoblyvosti_natsionalnoyi_vidpovidalnosti_2018.txt,Морозовський,Андрій,Особливості національної відповідальності,Бізнес,https://business.ua/biznes/item/4200-osoblyvosti-natsionalnoi-vidpovidalnosti,,Київ,,2018,,546,0,в сфері - у сфері,
so-so,A,A_Biznes_Osobystist_investytsiynoho_rynku_2018.txt,,,Особистість інвестиційного ринку,Бізнес,https://business.ua/biznes/item/3321-osobistist-investitsijnogo-rinku,,Київ,,2018,,273,0,,
so-so,A,A_Biznes_Vasylyeva_Shcho_bude_z_ukrayinskoyu_zemleyu_Pole_variantiv_2018.txt,Васильєва,Неля,Що буде з українською землею? Поле варіантів,Бізнес,https://business.ua/vlast/item/4254-shcho-bude-z-ukrainskoiu-zemleiu-pole-variantiv,,Київ,,2018,,715,0,в сфері - у сфері; в свою чергу - своєю чергою,
so-so,A,A_BukInfo_Militsiya_Bukovyny_vidkryla_kryminalnu_spravu_proty_dyrektora_telekanalu_TVA_Sarafinchana_2015_June22.txt,,,"Міліція Буковини відкрила кримінальну справу проти директора телеканалу ""ТВА"" Сарафінчана",БукІнфо,http://bukinfo.com.ua/show/news?lid=60566,,,,2015,,475,0,"вирішення питань-розв'язання питань;а-,а",
so-so,A,A_Bukovynska_pravda_Hryhorashchuk_Lyzhi_sany_kovzany_use_tse_dostupno_ta_realno_2011_June22.txt,Григоращук,Ірина,"Лижі, сани, ковзани - усе це доступно та реально",Буковинська правда,http://bukpravda.cv.ua/statti/rozsliduvannya/item/4511-%D0%BB%D0%B8%D0%B6%D1%96-%D1%81%D0%B0%D0%BD%D0%B8-%D0%BA%D0%BE%D0%B2%D0%B7%D0%B0%D0%BD%D0%B8-%D1%82%D0%B0-%D1%80%D0%BE%D0%BB%D0%B8%D0%BA%D0%B8-%E2%80%93-%D1%83%D1%81%D0%B5-%D1%86%D0%B5-%D0%B4%D0%BE%D1%81%D1%82%D1%83%D0%BF%D0%BD%D0%BE-%D1%82%D0%B0-%D1%80%D0%B5%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE.html#.X4tOQdAzZPZ,,,,2011,,980,0,підйомників-підіймачів;в перший раз-вперше,
so-so,A,A_Bukovynska_pravda_Myhalyuk_Pidmochena_reputatsiya_2011_June22.txt,Мигалюк,Радомир,Підмочена репутація,Буковинська правда,http://bukpravda.cv.ua/statti/polityka/item/6954-%D0%BF%D1%96%D0%B4%D0%BC%D0%BE%D1%87%D0%B5%D0%BD%D0%B0-%D1%80%D0%B5%D0%BF%D1%83%D1%82%D0%B0%D1%86%D1%96%D1%8F.html#.X5AMb9AzZPY,,,,2011,,1240,1,спасіння-рятунок;більше року-понад рік;царюючого-царя;і-та;облюбували-уподобали;млн.-млн;неприглядному-нечепурному,
so-so,A,A_Bukovynska_pravda_Myhalyuk_Pro_chernivetskyy_haz_bez_prykras_i_obraz_2012_June22.txt,Мигалюк,Вячеслав,Про чернівецький газ без прикрас і образ,Буковинська правда,http://bukpravda.cv.ua/statti/rozsliduvannya/item/574-%D0%BF%D1%80%D0%BE-%D1%87%D0%B5%D1%80%D0%BD%D1%96%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9-%D0%B3%D0%B0%D0%B7-%D0%B1%D0%B5%D0%B7-%D0%BF%D1%80%D0%B8%D0%BA%D1%80%D0%B0%D1%81-%D1%96-%D0%BE%D0%B1%D1%80%D0%B0%D0%B7.html#.X4xTVNAzZPY,,,,2012,,2023,0,"і-та;восторжествувала-затріумфувала;млн.-млн;більше року-понад рік;працюючих-робітників;зворотньому-зворотному;на перший погляд-на перший погляд,;залайожене-залагоджене",
so-so,A,A_Bukovynska_pravda_Myhalyuk_Vashkiv_misto_chy_selo_(Vyzhnytskyy_rayon)_2012_June22.txt,Мигалюк,Радомир,Вашків: місто чи село (Вижницький район),Буковинська правда,http://bukpravda.cv.ua/statti/rehiony/item/498-%D0%B2%D0%B0%D1%88%D0%BA%D1%96%D0%B2%D1%86%D1%96-%D0%BC%D1%96%D1%81%D1%82%D0%BE-%D1%87%D0%B8-%D1%81%D0%B5%D0%BB%D0%BE-%D0%B2%D0%B8%D0%B6%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9-%D1%80%D0%B0%D0%B9%D0%BE%D0%BD.html#.X4tNX9AzZPZ,,,,2012,,1473,1,вишку-вежу;задіяна-залучена;увіковічнити-увічнити;пазурями-пазурами;шо-що;і-та,
so-so,A,A_ChaRivne_info_Nazarchuk_U_Rivnomu_proishlo_unikalne_hrandiozne_tantsiuvalne_shou_pam`iati_Maikla_Dzheksona_2013_June22.txt,Назарчук,Марина,У Рівному пройшло унікальне грандіозне танцювальне шоу пам'яті Майкла Джексона,ЧаРівне.інфо,http://charivne.info/news/u-rivnomu-proyshlo-unikalne-grandiozne-tantsyuvalne-shou-pamyati-maykla-djeksona,,Рівне,,2013,,785,0,"Гран-Прі - Гран-прі; Більш, ніж - Більш ніж",
so-so,A,A_Chas_Chernivetska_miska_rada_stala_bilsh_dostupnoyu_i_prozoroyu_2015_June22.txt,,,Чернівецька міська рада стала більш доступною і прозорою,Час,https://chas.cv.ua/inform/26033-chernvecka-mska-rada-stala-blsh-dostupnoyu-prozoroyu.html,,,,2015,,254,0,бажаючі-охочі;головуючого-голови,
so-so,A,A_Chernivetskyy_promin_Chernivetskyy_aeroport_otrymav_kerivnyka_2015_June22.txt,,,Чернівецький аеропорт отримав керівника,Чернівецький промінь,"https://promin.cv.ua/2015/08/26/chernivetskyi-aeroport-otrymav-kerivnyka.html	",,,,2015,,232,0,більше року-понад рік;зарубіжним партнерами-зарубіжними партнерами,
so-so,A,A_Chornomorski_novyny_Henyk_NATO_bez_roboty_ne_zalyshytsia_2019_June22.txt,Геник,Володимир,НАТО без роботи не залишиться,Чорноморські новини,http://chornomorka.com/archive/22057/a-12521.html/,№ 038 (22057) субота 18 травня 2019 року,Одеса,,2019,,1628,0,фотозйомки - фотографування;що середньому - що в середньому ; охарактеризував - схарактеризував; у нагоді - у пригоді; привести країну у відповідність - увідповіднити країну,
so-so,A,A_Chornomorski_novyny_Ivashchenko_Patriarkh_Sviatoslav_My_idemo_do_svoikh_2011_June22.txt,Іващенко,Людмила,Патріарх Святослав: «Ми ідемо до своїх!»,Чорноморські новини,http://chornomorka.com/archive/21259/a-111.html/," № 099 (21259) четвер 15 грудня 2011 року",Одеса,,2011,,1673,0,"іудеї - юдеї; місцезнаходження - локацію; то, насамперед, - то насамперед",
so-so,A,A_Chornomorski_novyny_Lishchenko_Martyniuk_Kinets_kripatstva_v_Sarazhyntsi_2012_June22.txt,,,Кінець кріпацтва в Саражинці,Чорноморські новини,http://chornomorka.com/archive/21305/a-880.html/,№ 041 (21305) субота 26 травня 2012 року,Одеса,,2012,,583,0,більше восьми - більш ніж вісім; задавали запитання - запитували; більше 40 чоловік - більш як 40 осіб; на сьогоднішній день - на сьогодні,
so-so,A,A_Chornomorski_novyny_Mudra_Z_chuzhoho_rozumu_2017_June22.txt,Мудра,Діана,З чужого розуму,Чорноморські новини,http://chornomorka.com/archive/21812/a-9024.html/,№ 021 (21812) четвер 2 березня 2017 року,Одеса,,2017,,747,0,"До того ж, проект - До того ж проект; відмінити - скасувати; Головуючий - Голова",
so-so,A,A_Chornomorski_novyny_Ukraina_pochynaietsia_z_nas_2015_June22.txt,,,Україна починається з нас,Чорноморські новини,http://chornomorka.com/archive/21665/a-6604.html/,№ 093 (21665) субота 21 листопада 2015 року,Одеса,,2015,,519,0,"роздруковувати - видруковувати; работу - роботу; але, водночас, - але водночас",
so-so,A,A_Depo.ua_18_vydatnykh_ukrayinok suchasnosti_Antolohiya_Depo_ua_2020_June22.txt,,,18 видатних українок сучасності: Антологія Depo.ua,Depo.ua,https://www.depo.ua/ukr/life/18-vidatnih-ukrayinok-suchasnosti-antologiya-depo-ua-20180307738723,,Київ,,2020,,2029,0,"статтей-статей; допомогає-допомагає; доктор-докторка; палаючий-що палає; різьб’ярів-різьбярів; тенисистка-тенісистка; більше двох-понад дві; хіміотерапія-хімієтерапія; роки-року; переключилася-перемикнулася; додому, - розповідає – додому, — розповідає; пакетиків - це – пакетиків — це",
so-so,A,A_Depo.ua_Doslidnytsya_kosmosu_Kovalʹchuk_Skorokhod_Pro_planetariy_zi_smittyevykh_paketiv_ta_provisnyky_zemletrusiv_2018_June22.txt,Черниш,Ольга,Дослідниця космосу Ковальчук-Скороход. Про планетарій зі сміттєвих пакетів та провісники землетрусів,Depo.ua,https://ukrop.depo.ua/ukr/molodoy_ukrop/doslidnicya-kosmosu-tetyana-kovalchuk-skorohod-pro-provisniki-zemletrusiv-sposib-dotorknutisya-do-zirok-i-prigodi-na-polskomu-kordoni-20180112707946,,Київ,,2018,,1476,0,падаючі-що падають; ньому-йому; чоловік-осіб; якщо б-якби,
so-so,A,A_Depo.ua_istoriya_na_tariltsi_retsept_panakoty_2020_June22.txt,,,історія на тарілці: рецепт панакоти,Depo.ua,https://www.depo.ua/ukr/life/istoriya-na-tariltsi-retsept-panakoti-202010091227478,,Київ,,2020,,562,0,інгрідієнт-інгредієнт; за смаком-на смак; прогавити-проґавити; ємність-місткість; у той же час-водночас; формам-формах,
so-so,A,A_Detector.media_Anastasieva_Yak_proyshov_pershyi_patrotychnyi_pitchyng_2018_June22.txt,Анастасьєва,Олеся,Як пройшов перший патріотичний пітчинг,Детектор медіа,https://detector.media/production/article/139778/2018-07-31-yak-proishov-pershii-patriotichnii-pitching/,,Київ,,2018,,921,0,"відсутня_інформації – відсутня_інформація; водночас, - водночас; в 2019–2022 - у 2019–2022; в 2017 - у 2017",
so-so,A,A_Detector.media_Zubchenko_Try_problemy_ukrainskich_kryminalnych_novyn_2018_June22.txt,Зубченко,Ярослав,Три проблеми українських кримінальних теленовин,Детектор медіа,https://detector.media/revyu-monitoringiv/article/165551/2018-08-15-tri-problemi-ukrainskikh-kriminalnikh-telenovin/,,Київ,,2018,,1064,0,і – й; би – б; із – з,
so-so,A,A_Dzerkalo_Kolomyyi_Savchuk_Ukrayinski_elity_Kolomyyi_2016_June22.txt,Савчук,Микола,Українські еліти Коломиї (1848 – 1991).Частина 3,Дзеркало Коломиї,https://dzerkalo.media/news/ukrainski-eliti-kolomii-1848-1991-chastina-3,3,Коломия,,2016,,1949,1," Етноґрафічна – Етнографічна; проекту – проєкту; ролю – роль; з – із; священики – священники; дириґував – диригував; і – й; пропаґував – пропагував; редаґує – редагує; обвинувачувачі – звинувачувачі/ ті, що звинувачують; маґістрату - магістрату ",
so-so,A,A_Ekonomichna_Pravda_Chyzhykov_Era_Podatkovoyi_spravedlyvosti_2019(4)_June22.txt,Чижиков,Володимир,Ера податкової справедливості,epravda.com.ua,https://www.epravda.com.ua/columns/2019/10/29/653048/,,,,2019,,190,0,вирішую проблеми – розв’язую проблеми,
so-so,A,A_Ekonomichna_Pravda_Kuzmenko_Yak_i_dlya_choho_inventaryzuvaty_lisy_2019(2)_June22.txt,Кузьменко,Євген,Як і для чого інвентаризувати ліси,epravda.com.ua,https://www.epravda.com.ua/columns/2019/11/21/653998/,,,,2019,,427,0,заготовки – заготівлі; відображати – показувати; достовірних - вірогідних,
so-so,A,A_Ekonomichna_Pravda_Polyvka_Podatky_dlya_kryptovaliut_varto_chy_ni_2019(1)_June22.txt,"Поливка ",Назар,Податки для криптовалютників: варто чи ні?,epravda.com.ua,https://www.epravda.com.ua/columns/2019/11/22/654034/,,,,2019,,746,0,здійснююче – що здійснює; біткоін – біткоїн,
so-so,A,A_Ekonomichna_Pravda_Poturayev_Zakopaty_komunizm_u_zemlyu_2019(3)_June22.txt,Потураєв,Микита,Закопати комунізм у землю,epravda.com.ua,https://www.epravda.com.ua/columns/2019/11/15/653751/,,,,2019,,648,0,,
so-so,A,A_Ekonomichna_pravda_Kachura_Ukraina_ne_venesuela_rynok_zemli_potriben_davaite_obhovoriyvaty_zasterezhennia_2019_June22.txt,Качура,Олександр,"Україна – не Венесуела. Ринок землі потрібен, давайте обговорювати застереження",Економічна правда,https://www.epravda.com.ua/columns/2019/12/2/654342/,,Київ,,2019,,719,0,законопроектів - законопроєктів; більше того - ще й надто; переробку - перероблювання; давайте вносити - вносьмо,
so-so,A,A_Facty_Zaporizhzhya_Televeduha_iz_zaporizhzhya_Yanina_Sokolova_2019_June22.txt,,,Телеведуча із Запоріжжя Яніна Соколова розповіла про рідне місто,Факти Запоріжжя,https://zp-fakty.net.ua/society/televeducha-iz-zaporijjya-yanina-sokolova-rozpovila-pro-ridne-misto,,Запоріжжя,,2019,,175,0,,Костенко - Костенком
